file_path,emotion
calm\reggae_reggae.00061.wav,calm
calm\reggae_reggae.00062.wav,calm
calm\reggae_reggae.00063.wav,calm
calm\reggae_reggae.00064.wav,calm
calm\reggae_reggae.00065.wav,calm
calm\reggae_reggae.00066.wav,calm
calm\reggae_reggae.00067.wav,calm
calm\reggae_reggae.00068.wav,calm
calm\reggae_reggae.00069.wav,calm
calm\reggae_reggae.00070.wav,calm
calm\reggae_reggae.00071.wav,calm
calm\reggae_reggae.00072.wav,calm
calm\reggae_reggae.00073.wav,calm
calm\reggae_reggae.00074.wav,calm
calm\reggae_reggae.00075.wav,calm
calm\reggae_reggae.00076.wav,calm
calm\reggae_reggae.00077.wav,calm
calm\reggae_reggae.00078.wav,calm
calm\reggae_reggae.00079.wav,calm
calm\reggae_reggae.00080.wav,calm
calm\reggae_reggae.00081.wav,calm
calm\reggae_reggae.00082.wav,calm
calm\reggae_reggae.00083.wav,calm
calm\reggae_reggae.00084.wav,calm
calm\reggae_reggae.00085.wav,calm
calm\reggae_reggae.00086.wav,calm
calm\reggae_reggae.00087.wav,calm
calm\reggae_reggae.00088.wav,calm
calm\reggae_reggae.00089.wav,calm
calm\reggae_reggae.00090.wav,calm
calm\reggae_reggae.00091.wav,calm
calm\reggae_reggae.00092.wav,calm
calm\reggae_reggae.00093.wav,calm
calm\reggae_reggae.00094.wav,calm
calm\reggae_reggae.00095.wav,calm
calm\reggae_reggae.00096.wav,calm
calm\reggae_reggae.00097.wav,calm
calm\reggae_reggae.00098.wav,calm
calm\reggae_reggae.00099.wav,calm
energetic\hiphop_hiphop.00000.wav,energetic
energetic\hiphop_hiphop.00001.wav,energetic
energetic\hiphop_hiphop.00002.wav,energetic
energetic\hiphop_hiphop.00003.wav,energetic
energetic\hiphop_hiphop.00004.wav,energetic
energetic\hiphop_hiphop.00005.wav,energetic
energetic\hiphop_hiphop.00006.wav,energetic
energetic\hiphop_hiphop.00007.wav,energetic
energetic\hiphop_hiphop.00008.wav,energetic
energetic\hiphop_hiphop.00009.wav,energetic
energetic\hiphop_hiphop.00010.wav,energetic
energetic\hiphop_hiphop.00011.wav,energetic
energetic\hiphop_hiphop.00012.wav,energetic
energetic\hiphop_hiphop.00013.wav,energetic
energetic\hiphop_hiphop.00014.wav,energetic
energetic\hiphop_hiphop.00015.wav,energetic
energetic\hiphop_hiphop.00016.wav,energetic
energetic\hiphop_hiphop.00017.wav,energetic
energetic\hiphop_hiphop.00018.wav,energetic
energetic\hiphop_hiphop.00019.wav,energetic
energetic\hiphop_hiphop.00020.wav,energetic
energetic\hiphop_hiphop.00021.wav,energetic
energetic\hiphop_hiphop.00022.wav,energetic
energetic\hiphop_hiphop.00023.wav,energetic
energetic\hiphop_hiphop.00024.wav,energetic
energetic\hiphop_hiphop.00025.wav,energetic
energetic\hiphop_hiphop.00026.wav,energetic
energetic\hiphop_hiphop.00027.wav,energetic
energetic\hiphop_hiphop.00028.wav,energetic
energetic\hiphop_hiphop.00029.wav,energetic
energetic\hiphop_hiphop.00030.wav,energetic
energetic\hiphop_hiphop.00031.wav,energetic
energetic\hiphop_hiphop.00032.wav,energetic
energetic\hiphop_hiphop.00033.wav,energetic
energetic\hiphop_hiphop.00034.wav,energetic
energetic\hiphop_hiphop.00035.wav,energetic
energetic\hiphop_hiphop.00036.wav,energetic
energetic\hiphop_hiphop.00037.wav,energetic
energetic\hiphop_hiphop.00038.wav,energetic
energetic\hiphop_hiphop.00039.wav,energetic
energetic\hiphop_hiphop.00040.wav,energetic
energetic\hiphop_hiphop.00041.wav,energetic
energetic\hiphop_hiphop.00042.wav,energetic
energetic\hiphop_hiphop.00043.wav,energetic
energetic\hiphop_hiphop.00044.wav,energetic
energetic\hiphop_hiphop.00045.wav,energetic
energetic\hiphop_hiphop.00046.wav,energetic
energetic\hiphop_hiphop.00047.wav,energetic
energetic\hiphop_hiphop.00048.wav,energetic
energetic\hiphop_hiphop.00049.wav,energetic
energetic\hiphop_hiphop.00050.wav,energetic
energetic\hiphop_hiphop.00051.wav,energetic
energetic\hiphop_hiphop.00052.wav,energetic
energetic\hiphop_hiphop.00053.wav,energetic
energetic\hiphop_hiphop.00054.wav,energetic
energetic\hiphop_hiphop.00055.wav,energetic
energetic\hiphop_hiphop.00056.wav,energetic
energetic\hiphop_hiphop.00057.wav,energetic
energetic\hiphop_hiphop.00058.wav,energetic
energetic\hiphop_hiphop.00059.wav,energetic
energetic\hiphop_hiphop.00060.wav,energetic
energetic\hiphop_hiphop.00061.wav,energetic
energetic\hiphop_hiphop.00062.wav,energetic
energetic\hiphop_hiphop.00063.wav,energetic
energetic\hiphop_hiphop.00064.wav,energetic
energetic\hiphop_hiphop.00065.wav,energetic
energetic\hiphop_hiphop.00066.wav,energetic
energetic\hiphop_hiphop.00067.wav,energetic
energetic\hiphop_hiphop.00068.wav,energetic
energetic\hiphop_hiphop.00069.wav,energetic
energetic\hiphop_hiphop.00070.wav,energetic
energetic\hiphop_hiphop.00071.wav,energetic
energetic\hiphop_hiphop.00072.wav,energetic
energetic\hiphop_hiphop.00073.wav,energetic
energetic\hiphop_hiphop.00074.wav,energetic
energetic\hiphop_hiphop.00075.wav,energetic
energetic\hiphop_hiphop.00076.wav,energetic
energetic\hiphop_hiphop.00077.wav,energetic
energetic\hiphop_hiphop.00078.wav,energetic
energetic\hiphop_hiphop.00079.wav,energetic
energetic\hiphop_hiphop.00080.wav,energetic
energetic\hiphop_hiphop.00081.wav,energetic
energetic\hiphop_hiphop.00082.wav,energetic
energetic\hiphop_hiphop.00083.wav,energetic
energetic\hiphop_hiphop.00084.wav,energetic
energetic\hiphop_hiphop.00085.wav,energetic
energetic\hiphop_hiphop.00086.wav,energetic
energetic\hiphop_hiphop.00087.wav,energetic
energetic\hiphop_hiphop.00088.wav,energetic
energetic\hiphop_hiphop.00089.wav,energetic
energetic\hiphop_hiphop.00090.wav,energetic
energetic\hiphop_hiphop.00091.wav,energetic
energetic\hiphop_hiphop.00092.wav,energetic
energetic\hiphop_hiphop.00093.wav,energetic
energetic\hiphop_hiphop.00094.wav,energetic
energetic\hiphop_hiphop.00095.wav,energetic
energetic\hiphop_hiphop.00096.wav,energetic
energetic\hiphop_hiphop.00097.wav,energetic
energetic\hiphop_hiphop.00098.wav,energetic
energetic\hiphop_hiphop.00099.wav,energetic
energetic\metal_metal.00000.wav,energetic
energetic\metal_metal.00001.wav,energetic
energetic\metal_metal.00002.wav,energetic
energetic\metal_metal.00003.wav,energetic
energetic\metal_metal.00004.wav,energetic
energetic\metal_metal.00005.wav,energetic
energetic\metal_metal.00006.wav,energetic
energetic\metal_metal.00007.wav,energetic
energetic\metal_metal.00008.wav,energetic
energetic\metal_metal.00009.wav,energetic
energetic\metal_metal.00010.wav,energetic
energetic\metal_metal.00011.wav,energetic
energetic\metal_metal.00012.wav,energetic
energetic\metal_metal.00013.wav,energetic
energetic\metal_metal.00014.wav,energetic
energetic\metal_metal.00015.wav,energetic
energetic\metal_metal.00016.wav,energetic
energetic\metal_metal.00017.wav,energetic
energetic\metal_metal.00018.wav,energetic
energetic\metal_metal.00019.wav,energetic
energetic\metal_metal.00020.wav,energetic
energetic\metal_metal.00021.wav,energetic
energetic\metal_metal.00022.wav,energetic
energetic\metal_metal.00023.wav,energetic
energetic\metal_metal.00024.wav,energetic
energetic\metal_metal.00025.wav,energetic
energetic\metal_metal.00026.wav,energetic
energetic\metal_metal.00027.wav,energetic
energetic\metal_metal.00028.wav,energetic
energetic\metal_metal.00029.wav,energetic
energetic\metal_metal.00030.wav,energetic
energetic\metal_metal.00031.wav,energetic
energetic\metal_metal.00032.wav,energetic
energetic\metal_metal.00033.wav,energetic
energetic\metal_metal.00034.wav,energetic
energetic\metal_metal.00035.wav,energetic
energetic\metal_metal.00036.wav,energetic
energetic\metal_metal.00037.wav,energetic
energetic\metal_metal.00038.wav,energetic
energetic\metal_metal.00039.wav,energetic
energetic\metal_metal.00040.wav,energetic
energetic\metal_metal.00041.wav,energetic
energetic\metal_metal.00042.wav,energetic
energetic\metal_metal.00043.wav,energetic
energetic\metal_metal.00044.wav,energetic
energetic\metal_metal.00045.wav,energetic
energetic\metal_metal.00046.wav,energetic
energetic\metal_metal.00047.wav,energetic
energetic\metal_metal.00048.wav,energetic
energetic\metal_metal.00049.wav,energetic
energetic\metal_metal.00050.wav,energetic
energetic\metal_metal.00051.wav,energetic
energetic\metal_metal.00052.wav,energetic
energetic\metal_metal.00053.wav,energetic
energetic\metal_metal.00054.wav,energetic
energetic\metal_metal.00055.wav,energetic
energetic\metal_metal.00056.wav,energetic
energetic\metal_metal.00057.wav,energetic
energetic\metal_metal.00058.wav,energetic
energetic\metal_metal.00059.wav,energetic
energetic\metal_metal.00060.wav,energetic
energetic\metal_metal.00061.wav,energetic
energetic\metal_metal.00062.wav,energetic
energetic\metal_metal.00063.wav,energetic
energetic\metal_metal.00064.wav,energetic
energetic\metal_metal.00065.wav,energetic
energetic\metal_metal.00066.wav,energetic
energetic\metal_metal.00067.wav,energetic
energetic\metal_metal.00068.wav,energetic
energetic\metal_metal.00069.wav,energetic
energetic\metal_metal.00070.wav,energetic
energetic\metal_metal.00071.wav,energetic
energetic\metal_metal.00072.wav,energetic
energetic\metal_metal.00073.wav,energetic
energetic\metal_metal.00074.wav,energetic
energetic\metal_metal.00075.wav,energetic
energetic\metal_metal.00076.wav,energetic
energetic\metal_metal.00077.wav,energetic
energetic\metal_metal.00078.wav,energetic
energetic\metal_metal.00079.wav,energetic
energetic\metal_metal.00080.wav,energetic
energetic\metal_metal.00081.wav,energetic
energetic\metal_metal.00082.wav,energetic
energetic\metal_metal.00083.wav,energetic
energetic\metal_metal.00084.wav,energetic
energetic\metal_metal.00085.wav,energetic
energetic\metal_metal.00086.wav,energetic
energetic\metal_metal.00087.wav,energetic
energetic\metal_metal.00088.wav,energetic
energetic\metal_metal.00089.wav,energetic
energetic\metal_metal.00090.wav,energetic
energetic\metal_metal.00091.wav,energetic
energetic\metal_metal.00092.wav,energetic
energetic\metal_metal.00093.wav,energetic
energetic\metal_metal.00094.wav,energetic
energetic\metal_metal.00095.wav,energetic
energetic\metal_metal.00096.wav,energetic
energetic\metal_metal.00097.wav,energetic
energetic\metal_metal.00098.wav,energetic
energetic\metal_metal.00099.wav,energetic
energetic\rock_rock.00000.wav,energetic
energetic\rock_rock.00001.wav,energetic
energetic\rock_rock.00002.wav,energetic
energetic\rock_rock.00003.wav,energetic
energetic\rock_rock.00004.wav,energetic
energetic\rock_rock.00005.wav,energetic
energetic\rock_rock.00006.wav,energetic
energetic\rock_rock.00007.wav,energetic
energetic\rock_rock.00008.wav,energetic
energetic\rock_rock.00009.wav,energetic
energetic\rock_rock.00010.wav,energetic
energetic\rock_rock.00011.wav,energetic
energetic\rock_rock.00012.wav,energetic
energetic\rock_rock.00013.wav,energetic
energetic\rock_rock.00014.wav,energetic
energetic\rock_rock.00015.wav,energetic
energetic\rock_rock.00016.wav,energetic
energetic\rock_rock.00017.wav,energetic
energetic\rock_rock.00018.wav,energetic
energetic\rock_rock.00019.wav,energetic
energetic\rock_rock.00020.wav,energetic
energetic\rock_rock.00021.wav,energetic
energetic\rock_rock.00022.wav,energetic
energetic\rock_rock.00023.wav,energetic
energetic\rock_rock.00024.wav,energetic
energetic\rock_rock.00025.wav,energetic
energetic\rock_rock.00026.wav,energetic
energetic\rock_rock.00027.wav,energetic
energetic\rock_rock.00028.wav,energetic
energetic\rock_rock.00029.wav,energetic
energetic\rock_rock.00030.wav,energetic
energetic\rock_rock.00031.wav,energetic
energetic\rock_rock.00032.wav,energetic
energetic\rock_rock.00033.wav,energetic
energetic\rock_rock.00034.wav,energetic
energetic\rock_rock.00035.wav,energetic
energetic\rock_rock.00036.wav,energetic
energetic\rock_rock.00037.wav,energetic
energetic\rock_rock.00038.wav,energetic
energetic\rock_rock.00039.wav,energetic
energetic\rock_rock.00040.wav,energetic
energetic\rock_rock.00041.wav,energetic
energetic\rock_rock.00042.wav,energetic
energetic\rock_rock.00043.wav,energetic
energetic\rock_rock.00044.wav,energetic
energetic\rock_rock.00045.wav,energetic
energetic\rock_rock.00046.wav,energetic
energetic\rock_rock.00047.wav,energetic
energetic\rock_rock.00048.wav,energetic
energetic\rock_rock.00049.wav,energetic
energetic\rock_rock.00050.wav,energetic
energetic\rock_rock.00051.wav,energetic
energetic\rock_rock.00052.wav,energetic
energetic\rock_rock.00053.wav,energetic
energetic\rock_rock.00054.wav,energetic
energetic\rock_rock.00055.wav,energetic
energetic\rock_rock.00056.wav,energetic
energetic\rock_rock.00057.wav,energetic
energetic\rock_rock.00058.wav,energetic
energetic\rock_rock.00059.wav,energetic
energetic\rock_rock.00060.wav,energetic
energetic\rock_rock.00061.wav,energetic
energetic\rock_rock.00062.wav,energetic
energetic\rock_rock.00063.wav,energetic
energetic\rock_rock.00064.wav,energetic
energetic\rock_rock.00065.wav,energetic
energetic\rock_rock.00066.wav,energetic
energetic\rock_rock.00067.wav,energetic
energetic\rock_rock.00068.wav,energetic
energetic\rock_rock.00069.wav,energetic
energetic\rock_rock.00070.wav,energetic
energetic\rock_rock.00071.wav,energetic
energetic\rock_rock.00072.wav,energetic
energetic\rock_rock.00073.wav,energetic
energetic\rock_rock.00074.wav,energetic
energetic\rock_rock.00075.wav,energetic
energetic\rock_rock.00076.wav,energetic
energetic\rock_rock.00077.wav,energetic
energetic\rock_rock.00078.wav,energetic
energetic\rock_rock.00079.wav,energetic
energetic\rock_rock.00080.wav,energetic
energetic\rock_rock.00081.wav,energetic
energetic\rock_rock.00082.wav,energetic
energetic\rock_rock.00083.wav,energetic
energetic\rock_rock.00084.wav,energetic
energetic\rock_rock.00085.wav,energetic
energetic\rock_rock.00086.wav,energetic
energetic\rock_rock.00087.wav,energetic
energetic\rock_rock.00088.wav,energetic
energetic\rock_rock.00089.wav,energetic
energetic\rock_rock.00090.wav,energetic
energetic\rock_rock.00091.wav,energetic
energetic\rock_rock.00092.wav,energetic
energetic\rock_rock.00093.wav,energetic
energetic\rock_rock.00094.wav,energetic
energetic\rock_rock.00095.wav,energetic
energetic\rock_rock.00096.wav,energetic
energetic\rock_rock.00097.wav,energetic
energetic\rock_rock.00098.wav,energetic
energetic\rock_rock.00099.wav,energetic
happy\disco_disco.00000.wav,happy
happy\disco_disco.00001.wav,happy
happy\disco_disco.00002.wav,happy
happy\disco_disco.00003.wav,happy
happy\disco_disco.00004.wav,happy
happy\disco_disco.00005.wav,happy
happy\disco_disco.00006.wav,happy
happy\disco_disco.00007.wav,happy
happy\disco_disco.00008.wav,happy
happy\disco_disco.00009.wav,happy
happy\disco_disco.00010.wav,happy
happy\disco_disco.00011.wav,happy
happy\disco_disco.00012.wav,happy
happy\disco_disco.00013.wav,happy
happy\disco_disco.00014.wav,happy
happy\disco_disco.00015.wav,happy
happy\disco_disco.00016.wav,happy
happy\disco_disco.00017.wav,happy
happy\disco_disco.00018.wav,happy
happy\disco_disco.00019.wav,happy
happy\disco_disco.00020.wav,happy
happy\disco_disco.00021.wav,happy
happy\disco_disco.00022.wav,happy
happy\disco_disco.00023.wav,happy
happy\disco_disco.00024.wav,happy
happy\disco_disco.00025.wav,happy
happy\disco_disco.00026.wav,happy
happy\disco_disco.00027.wav,happy
happy\disco_disco.00028.wav,happy
happy\disco_disco.00029.wav,happy
happy\disco_disco.00030.wav,happy
happy\disco_disco.00031.wav,happy
happy\disco_disco.00032.wav,happy
happy\disco_disco.00033.wav,happy
happy\disco_disco.00034.wav,happy
happy\disco_disco.00035.wav,happy
happy\disco_disco.00036.wav,happy
happy\disco_disco.00037.wav,happy
happy\disco_disco.00038.wav,happy
happy\disco_disco.00039.wav,happy
happy\disco_disco.00040.wav,happy
happy\disco_disco.00041.wav,happy
happy\disco_disco.00042.wav,happy
happy\disco_disco.00043.wav,happy
happy\disco_disco.00044.wav,happy
happy\disco_disco.00045.wav,happy
happy\disco_disco.00046.wav,happy
happy\disco_disco.00047.wav,happy
happy\disco_disco.00048.wav,happy
happy\disco_disco.00049.wav,happy
happy\disco_disco.00050.wav,happy
happy\disco_disco.00051.wav,happy
happy\disco_disco.00052.wav,happy
happy\disco_disco.00053.wav,happy
happy\disco_disco.00054.wav,happy
happy\disco_disco.00055.wav,happy
happy\disco_disco.00056.wav,happy
happy\disco_disco.00057.wav,happy
happy\disco_disco.00058.wav,happy
happy\disco_disco.00059.wav,happy
happy\disco_disco.00060.wav,happy
happy\disco_disco.00061.wav,happy
happy\disco_disco.00062.wav,happy
happy\disco_disco.00063.wav,happy
happy\disco_disco.00064.wav,happy
happy\disco_disco.00065.wav,happy
happy\disco_disco.00066.wav,happy
happy\disco_disco.00067.wav,happy
happy\disco_disco.00068.wav,happy
happy\disco_disco.00069.wav,happy
happy\disco_disco.00070.wav,happy
happy\disco_disco.00071.wav,happy
happy\disco_disco.00072.wav,happy
happy\disco_disco.00073.wav,happy
happy\disco_disco.00074.wav,happy
happy\disco_disco.00075.wav,happy
happy\disco_disco.00076.wav,happy
happy\disco_disco.00077.wav,happy
happy\disco_disco.00078.wav,happy
happy\disco_disco.00079.wav,happy
happy\disco_disco.00080.wav,happy
happy\disco_disco.00081.wav,happy
happy\disco_disco.00082.wav,happy
happy\disco_disco.00083.wav,happy
happy\disco_disco.00084.wav,happy
happy\disco_disco.00085.wav,happy
happy\disco_disco.00086.wav,happy
happy\disco_disco.00087.wav,happy
happy\disco_disco.00088.wav,happy
happy\disco_disco.00089.wav,happy
happy\disco_disco.00090.wav,happy
happy\disco_disco.00091.wav,happy
happy\disco_disco.00092.wav,happy
happy\disco_disco.00093.wav,happy
happy\disco_disco.00094.wav,happy
happy\disco_disco.00095.wav,happy
happy\disco_disco.00096.wav,happy
happy\disco_disco.00097.wav,happy
happy\disco_disco.00098.wav,happy
happy\disco_disco.00099.wav,happy
